"id","url","publication_title","description","status","g_status","title","status_writer"
135937,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000822/18470729/003/0001","Enniskillen Chronicle and Erne Packet","... them fall on hup. the 1,,T ~ . . . . following is the portion of his testimony, relative the atcly shot dead by one of the  . Ihe Jury were tendering unlawful oath. .One assailants discharged ten o'clock at n:ghl, net having agreed took out a book ...",1,"","ENNISKILLEN, THURSDAY, JULY 40, 1847","xgboost_description"
135944,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000206/18470731/016/0004","Manchester Courier and Lancashire General Advertiser","... EUesmere and family, Viscount Bracklj, Gen. Sir Thos. Arbuthnot and his Aide-dc- Camp, Capt. Vane, besides a numerous fashionable  . The band of the Lancashire Yeomanry were also there playing popular music. It being payday, on the spot it was the Earl's ...",1,"","Local Intelligence","xgboost_description"
135948,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001702/18470821/057/0004","Shipping and Mercantile Gazette","... deposed to the receipt of the check, and its being returned; and Mr. C. Spratt, clerk to Messrs. Drummonds, said that no such   as *Thos. Lloyd and Co. banked their house, or had ever done so. Alderman Johnson committed the prisoner for trial. Murderous ...",1,"","POUCB INIELUGENCE","xgboost_description"
135950,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470821/014/0003","London Daily News","... there were present in the work- above 60 years of age, went to aay referred to the rota consider the best Siding for such   a.liberal scale outpMP* Jrthero'* had met and deliberated upon the in* re«j to incur the responsibility *f»' ~. that hereafter ...",1,"","Lieutenant Munro.Our Windsor correspondent states that, in the hope that Mr. Munro would been acquitted at the ..","xgboost_description"
135973,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470821/064/0015","Northern Star and Leeds General Advertiser","... are so severely burnt that no hopes are entertaived of their recovery. The boy, Wm. Cresswell, is the i d only one of the   likely to survive. Another accident occurred the same day at about F 100 yards from the asene of the above explosion. The ...",1,"","Home News","xgboost_description"
136089,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000206/18470825/017/0006","Manchester Courier and Lancashire General Advertiser","... much right to the prefix of Dan asjof Don. Morning Chronicle. The Ways and Means the North. The leaders of the  liberal    in the northern division of Northumberland are taking great credit to themselves for originating a subscription to defray the ...",1,"","Lieutenant Munro.It may be mentioned, as one proof of the high estimation in which Lieutenant Munro held by ..","xgboost_description"
136247,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000989/18470814/029/0004","Oxford Chronicle and Reading Gazette","... three months ago.   from the up country landed about 600 sacks of flour in Newport, which was stored up in the Cattle Market. The price obtainable since that period was at one time about 80s. per sack, which was refused, as the   wanted 84s. to 86s ...",1,"","MISCELLANEOUS","xgboost_description"
136321,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470825/008/0001","Globe","... state of creditable repair. If the application successful, it is hoped that no attempt wul be made to impose any tax upon   visiting the castle. The bounty of the corporation should be bestowed on that express condition. Ancient Relics. The discovery ...",1,"","ITALY","xgboost_description"
136330,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000178/18470806/007/0002","Royal Cornwall Gazette","... get throngh some parts of the Caledonian Cariai.and a small steamers, therefore, preparing for the reception of the Royal   ; bat, excepting tbe pi low and sona of the rngineen, tba offieeis and en- gineers nf tlie Royal yacht will be id command. ...",1,"","BOMBSTZfi","xgboost_description"
136339,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470803/018/0003","Morning Post","... months ago, a   from the up country landed about six hundred sacks of flour in Newport, which were stored up in the Cattle Market. The price obtainable since that period was at one time about 80s. per sack, which was refused, as the   wanted from ...",1,"","POLICE INTELLIGENCE","xgboost_description"
136394,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000083/18470731/015/0006","Manchester Times","... DISTRICT INTELLIGENCE. ALTRINCHAM.   are very busy in this neighbourhood canvassing for Mr. F. D. P. Astley; also Mr. E. J. Stanley and Mr. Egerton, jointly. Stf.aling Fruit.On Tuesday seven boys, from eight to twelve years of age, were brought ...",1,"","DISTRICT INTELLIGENCE","xgboost_description"
136396,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000950/18470817/067/0004","Cumberland Pacquet, and Ware's Whitehaven Advertiser","... will not act at all. In place of Messrs. Knubley and H. Perry acting scrutineers-satisfying themselves that the several   who came to vole were duly entitled to do so, the servant of the Trustees, and of the electors, out of whose pockets his salary ...",1,"","RETRENCHMENT THE ORDER OF THE DAY","xgboost_description"
136400,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470826/006/0003","London Daily News","... are occasionally located in London, renders the establishment of a club absolutely necessary, which shall extend to those   the benefits usually derived from such institutions; contemplating the ultimate establishment a library, museum, and model ...",1,"","The Poor St. Pancras Workhouse, and alarming Increase of the Poor-rate.Yesterday special m eting of the vestry ..","xgboost_description"
136404,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002214/18470809/030/0002","Cheltenham Journal and Gloucestershire Fashionable Weekly Gazette","... mach couture sorronst the melancholy event. To. Eva or Boson. n Pod Lotio.-We have in. informed good 'enmity that tbroa ago a   truce the al entottry lauded shoot six bettered of dear in Newport, etas wee. stored up to the Cattle Market The price obtainable ...",1,"","..1.......010.-","xgboost_description"
136436,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000078/18470801/003/0002","Lloyd's Weekly Newspaper","... last, wtth Mr. Weyland, one of the pay-clerks under the Board of Works, and another policeman, when they were fired at by a   of floe men, two of whon were the prisoners, whose object evidently was to rosb Mr. W03 lend of a sum at money which ho was ...",1,"","IRELAND","xgboost_description"
136482,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000498/18470828/029/0006","York Herald","... water. The female prisoner, however, sa:d hat they would have some lemonade, a bottle of which was immediately brought. The   sat in the same room where Mrs. Mason and Mis. Penrose were, tbe two latter of who~, after they lad gone in, went to tbe end ...",1,"","YORK LOCAL NEWS &c","xgboost_description"
136503,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001283/18470828/010/0002","Coleraine Chronicle","... Mr. Drummond, of Albury-park, at his election for West Surrey, will show how tuiile almost it is to class   in the present condition of  . Mr. Drummond said wa& horn a lory, and I stuck to Toryism until became as dead a ...",1,"","THE COLERAINE CHRONICLE. SATURDAY. AUGUST .ML","xgboost_description"
136572,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000399/18470828/031/0004","Westmorland Gazette","... coroner at Lye, near this town, relative to a revolting conflict between two women, which terminated fatally to one ofthe   The deceased, Maria Foxall, and her more fortunate adversary, Jane Perry, both single women under twenty years of age, were ...",1,"","MISCELLANEA","xgboost_description"
136652,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000206/18470807/026/0007","Manchester Courier and Lancashire General Advertiser","... regulation of a police officer; but nothing was done upon tne subject beyond the expression of opinions. Several eligible   qualified as commissioners, and the meeting dissolved. Boy Killed. Committal for Manslaughter.On Wednesday, Mr. T. F. Dearden ...",1,"","News of the Neighbouring Towns","xgboost_description"
136670,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000230/18470731/006/0001","Hampshire Chronicle","... being niaguihcentlv decorated with flags and ensigns, the St. N incent. llag-shipof Sir Charles Napier, especially. The royal   disembarked at Osborne pier a little before one o'clock under the usual salutes. The period li»ed upon for her Majestys naval ...",1,"","Courter* AND GENERAL ADVERTISER FOR THE SOITH AND WEST OF ENGLAND;","xgboost_description"
137197,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000270/18470821/018/0004","Bucks Herald","... assaulted Ann Pittman, a married woman of that place, on the 29th of Juiy, by beating her with a broom. It appeared that the   had words, when Price took the broom and struck her violently. Prisoner admitted hitting her once. The Magistrates said the ...",1,"","WINSLOW PETTY SESSIONS","xgboost_description"
137532,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001466/18470804/031/0002","Eddowes's Journal, and General Advertiser for Shropshire, and the Principality of Wales","... for no one cun tell who, now, are Peelers. and no estimate of such a section, however wild, can elevate them into a State  . While the Times of yesterday (Tuesday) rambles nlrout Lord Fulmers tons election address, and divers indifferent subjects ...",1,"","EDDOWESS JOURNAL","xgboost_description"
137570,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470731/013/0001","Bell's Weekly Messenger","... town is in state of great excitement. FALMOUTH, &c. The nomination of candidates took place yesterday at Penryn. The three   the Held are Mr. Francis Mowatt (Liberal), Mr. Horace Bwyn (Conservative), and Mr. Peter Borthwick (ex-meraber for Evesham) ...",1,"","OLDHAM","xgboost_description"
137677,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000052/18470825/010/0003","Derby Mercury","... information was conveyed to the newspaper offices in London, but tbey refrained from giving publicity to it We hope that the   who practised so foolish a trick, either from a motive of self-interest or idle mischief, will be exposed. ...",1,"","RUMOURED ASSASSINATION OF THE KING OF.THE FRENCH","xgboost_description"
137801,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000247/18470731/022/0003","Norfolk News","... the respective candidates, who, throughout tie day, were eagerly watching the proceedings. skirmish took place between two   St. Andrew's, which lasted for some time, though without any serious disaster occurring. Some railway navigators were rather ...",1,"","THE CITY ELECTION","xgboost_description"
138018,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470811/021/0003","Morning Advertiser","... hands in favour of Mr. Anstey. and poll was then demanded behalf of the lion. Mr, Ponsonby. The electors then dispersed, both   cheering their candidates. CLOSE OF THE POLL ON SATURDAY. Anstey 110 Ponsonby ...",1,"","YOUGHAL","xgboost_description"
138162,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002115/18470731/025/0006","The Atlas","... refused to interfere when called upon by Mr. Alexander, the landlord, on the ground that the potman had struck one of the  .Mr. Pelham, for the defence, said the policemen were forbidden to enter public-houses to suppress disturbances, unless the ...",1,"","THAMES","xgboost_description"
138564,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000205/18470806/003/0001","Leicester Journal","... labourers employed ou loth of July. The English labourer? were armed with pickaxes and bludgeons, aud succeeded in driving a   of Irish from their work, to which they have never since returned.  Guilty. A similar sentence to the last was passed upon ...",1,"","OAKHAM, AUGUST 2","xgboost_description"
138736,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000298/18470821/024/0003","Leicestershire Mercury","... drunk, and 7s. (id. costs. Samuel sub-contractor, and James Smith, ganger, gave bail each for the appearance one of their   , to appear at the next Leicestershire Quarter Sessions lor assault Wm. Bayliss, constable of Market arborough. ...",1,"","HARBOROUGH","xgboost_description"
138746,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470802/049/0006","Evening Mail","... provided with heavy hunting whips, and made no secret of their determination not to permit him to be taken. Tfcoro waa also   about labourers, aimed with short bludgeons, who formed strong body*gnard around the hoo. gentlemans carriage. the other hand ...",1,"","WALLINGFORD","xgboost_description"
138801,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000408/18470812/049/0004","Dorset County Chronicle","... Certainly the 3.326 plwnipers he received at tbe former contest will vote against him now, and ii not probable that tbe Liberal   can give him a cordial support Morntnu Pott. Somekiow. Ah Election Joke. The noted Andrew Cross, ia ibis speech here last ...",1,"","NISI PKIUS COURT","xgboost_description"
138844,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470804/025/0004","London Daily News","... Irish labourers on the l-sth of July. The English labourers were armed with pickaxes and bludgeons, and succeeded in driving a   of Irish from their work, to which they have never since returned.Guilty. A similar sentence to the last was passed upon this ...",1,"","ASSIZE INTELLIGENCE","xgboost_description"
138865,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000178/18470813/024/0004","Royal Cornwall Gazette","... when the whole army wonld amount to 10,000 men. On tbe night oi tbe 16th of June, 1600 mules were taken by a Mexican guerilla   , which wu supposed to amount to aboat 900 men. General Scott was still at Puebla awaiting reinforcements, v in Mexico tbey ...",1,"","! MEXICO","xgboost_description"
138868,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001945/18470807/039/0006","John Bull","... was founded upon technical mistake, and should follow the example of the Vice-Chancellor, and refuse Interfere, leasing the   to their action law. THiBtDAT. Dice Sombbe (Lunacy).Mr. K. Ptrktr and Mr. E. Palmer supported petition of Mr. Coppock, the ...",1,"","being dropped","xgboost_description"
138907,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000384/18470806/006/0002","Coventry Herald","... Alder, who returniug again to Great Britain. Odd Courtship.Since the passing of the Small Debts Act, the usual advice when   complains another owing him money, is, ** Oh, court him.*' The number of benefices in England is 10,553, and of these there ...",1,"","VARIETIES","xgboost_description"
139039,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000894/18470828/006/0002","Belfast Protestant Journal","... legislative independence. It was now inevitable that Repeal must carried, and he hoped it woulJi conceded by England, where   iu favool was being formed. He had no idea of dismembering tho empire, connected as was with England by ties of relationship ...",1,"","THE IRISH CONFEDERATION","xgboost_description"
139193,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000350/18470825/034/0005","Worcestershire Chronicle","... Eliza Bennitt charged Ann West with assaulting her on the 19th inst. The disturbance began over hanging clothes out in a   yard. Fined 2s. Gd., and in default 21 days' imprisonment.Samuel Saunders was fined 2s. Gd. and costs for assault upon Selina ...",1,"","PETTY SESSIONS, Monday, Aug. 23","xgboost_description"
139215,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000488/18470821/018/0003","Lancaster Gazette","... of men went into the Red Lion, on Saturday i)ight,arooig them Taylor and Baines, when a quarrel took place between the   about anassault which Baines committed on Taylor-, for which ln> was fined £5. Baines called witnesses to prove that Taylor ...",1,"","TOWN HALL INTELLIGENCE","xgboost_description"
139478,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000083/18470807/016/0004","Manchester Times","... Manchester, subsequently makes his appearance at Newcastle, and contests that borough as an independent adherent of any, or  . Rejected at Newcastle, he comes forth in few days allied with the extreme and bigoted tory representative of North Stafford ...",1,"","SOUTH LANCASHIRE ELECTION","xgboost_description"
139513,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000298/18470821/022/0003","Leicestershire Mercury","... Mash, solicitor for the defendant, it appears plaintiff struck defendant in the face with a pot. The magistrate advised the   to withdraw and settle the matter between themselves, which they did defendant paying for the summons. While the Court was ...",1,"","LUTTERWORTH","xgboost_description"
139647,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000249/18470821/011/0002","Leamington Spa Courier","... C. : He never spoke to Bloxham before, nor abused his wife utter . ...",1,"","Dr. Jephson.Our distinguished townsman, accompanied his lady, has left Beech Lawn, a tour through Scotland. ..","xgboost_description"
139939,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000413/18470828/028/0002","Windsor and Eton Express","... propose the second resolution, laying down the principle that was the doty of the government to legislate for the good of all   ;in the state, and giving every access to the occupancy of the land; and that, therefore, the subject of home colooixat.ou ...",1,"","CHARTIST DEMONSTRATION IN LANCASHIRE,","xgboost_description"
139940,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000413/18470821/027/0002","Windsor and Eton Express","... necessary to postpone a dinner which was to take place on that day at Castle Hill, given by Earl and Countess Forloscue a numerous   of liberal supporters of Mr. Fortescue, at Barnstaple. Times. The Meeting of Parliament. lt is now probable that the New ...",1,"","TURKEY","xgboost_description"
140258,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000244/18470807/014/0003","Norfolk Chronicle","... polling day in quelliug a mob, armed viiili blndgeons made from flag-poles, about 4'JO in number. In the morning, the Blue   broke a Red Hag-pole in pieces; Ibis exasperated the latter, who tore, nearly every blue flag off its pole, and niade the latter ...",1,"","Hospital.On Sunday morning, the Rev. H. Mackenzie, M.A., preached sermon at St. Peter's church, in aid ot the ..","xgboost_description"
140407,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002115/18470828/022/0007","The Atlas","... It is believed that a regularly organised system of counterfeiting foreign coin is in existence, and that there are other   more deeply implicated in it than the prisoner. Darwin made no defence, and was committed to take his trial at the next Warwick ...",1,"","SAT URD AY","xgboost_description"
140472,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000352/18470814/007/0001","Hertford Mercury and Reformer","... show hands in favour Mr. Anstey, and poll was then demanded behalf the Boa. Mr. Ponsonby. The elector* then dispersed, both   chewing their candidate. CITY OP LIMERICK. Limbbick, Are. T, Eight o'clock, The close of thto election was marked an eshibition ...",1,"","SCENES AT THE IRISH ELECTIONS","xgboost_description"
140475,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000369/18470828/046/0004","Reading Mercury","... the charge against him, but Mr. Hammill thought there was sufficient evidence for his remand until Monday, when hoped the   who had pointed out the prisoner as the individual who had been the cause so inuch mischief would be discovered. MANSION-HOUSE ...",1,"","POLICE INTELLIGENCE","xgboost_description"
140926,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000230/18470807/001/0001","Hampshire Chronicle","... secretly, but with extraordinary activity, and political banquets had taken place Iwth among the Democrats and Cahralist  . Letters from Mexico to the 20th of June, communicate the important fact that the delay of the Americana in advancing from ...",1,"","Bombay Papers of the 2(ltb of June, received byway of Marseilles, announce that another reduction baa l«en ..","xgboost_description"
141237,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000359/18470812/040/0004","Wiltshire Independent","... horseback, cam# provided with bunting whips, and made no secret of tbeir determination oot to permit bias to taken. There was tiro   of stout labourers, armed with abort bludgeons, who formed a strong body-guard around lion, carriage. On the other band, Mr ...",1,"","A PROTECTION'IST IN DIFFICULTY","xgboost_description"
141290,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002115/18470828/008/0003","The Atlas","... the second resolution, laying down the principle that it was the duty of the Governmi-nt to legislate for the good of all   in the State, and giving every access to the occupancy of land ; and that, therefore, the subject of home colodsation should ...",1,"","CHARTIST DEMONSTRATION IN LANCASHIRE,","xgboost_description"
141464,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000172/18470828/004/0001","Leicester Chronicle","... Monday and Saturday evenings, Mr. Hudson observed that there had been several complaints | of quarrels and fighting among the   when leaving I the Wh Lion after twelve oclock. Mr. Charters stated that the company now left about twelve o'clock. While ...",1,"","Vol. 37.N0. I,9I7.E*TAHLIBHei» IN / Price per arter. \ LOCAL NEWS. County Office, Saturday, August 21. Before ..","xgboost_description"
141553,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470817/023/0004","London Daily News","... men, are severely burnt, that no hopes are entertained of their recovery. The boy, Wm. Cress well, is the only one of the   likely to survive.Another Accident occurred the same day at about 100 yards from the scene of the above explosion. The contractors ...",1,"","PROVINCIAL","xgboost_description"
141662,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000078/18470822/009/0004","Lloyd's Weekly Newspaper","... men, are so severely burnt, that no hopes are entertained of their covery. The boy, Wm. Cresswell, is the only one of the   liel1 to survive.-ANeOTgR AcCrIsNT occurred the same day at 0Nt0 180 yards from the scene of the above explosion. The contractor ...",1,"","INFAMOUS ASSAULT UPON A CHILD","xgboost_description"
141695,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470807/002/0001","Bell's Weekly Messenger","... measures he corduUlr approved, feared their inclination towards the fartheranre of Popery, lie hoped there would « satficientiy  , under the leadership of Lord Stan- to stem the tisinf: lorrent of democracy. was opposed to the one sided free trade that ...",1,"","DUBLIN UNIVERSITY,","xgboost_description"
141971,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000081/18470824/023/0004","Liverpool Mercury","... excellent dinner prepared for them, at Massey's New Inn, High-street, and at Mr. Oabbott's Blue Ball, Fryerstreet. The Warrington   returned home seven o'clock, in very good order, playing through the town. The affair,' altogether, seemed very well conducted ...",1,"","District Intelligence","xgboost_description"
142036,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000336/18470807/011/0004","Leeds Times","... Taunton.Violent riotrig after the election on Friday disturbed the quiet of this genera y respectable town. The Tory or Blue  , as they i. light to be called, being unable by numbers to carry their nan, determined, if possible, by brute force to prevent ...",1,"","An ????? Compliment.A lovely girl was bending her head over a rose tree which a lady was purchasing from au","xgboost_description"
142044,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470827/020/0002","Nottingham Review and General Advertiser for the Midland Counties","... the second resolution, laying down the principle that it was the duty of the government to legislate for the good of all   in the state, and giving every access to the occupancy of the land and that, therefore, the subject of home colonization should ...",1,"","CHARTIST DEMONSTRATION,","xgboost_description"
142093,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470814/111/0005","Staffordshire Advertiser","... the disposal of charges of pocket picking and disorderly conduct. The cases, however, were all summarily disposed of, the   being ordered to find sureties, and some of the reputed thieves committed for short periods to hard labour. Seventeen prisoners ...",1,"","BY SPECIAL EXPRESS","xgboost_description"
142144,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000265/18470807/018/0007","Western Times","... County Courts this would make .Oeir duties more onerous, but was a great convenience to the public, in cases of insolvency,   would no longer have to 'tend an investigation a great distance from home, but have it brought almost to their very doors ...",1,"","TIVERTON QUARTER SESSIONS","xgboost_description"
142154,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470821/022/0004","Globe","... opinion of the officer who examined the shop, that from the nature ofthe arrangements made for setting it on fire, several   must have been engaged tbe matter, and a candlestick was found in the lobby which did not seem to have belonged to prisoner ...",1,"","AMIZB INTELLIGENCE. LIVERPOOL, Auo. 19. Charge or Murdeu. An American, between 18 and 19 years of age, named ..","xgboost_description"
142273,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000348/18470811/036/0006","Taunton Courier, and Western Advertiser","... romance and affection. We can only consider what has just occur red as the natural conclusion of an act so honourable both  . On Saturday Lord. Morpeth's elec lion the Riding was accompanied with tho return of more suitable colleague than the one ...",1,"","CONTEMPORARY PRESS","xgboost_description"
142329,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000311/18470819/021/0003","Cheltenham Chronicle","... Gay attended for the complainant, and Mr. Cbcaahyre for dsfeoce. From the evidence tendered on both sides, appear* the   io ibis case were also neighbours, living Glenfall street, and that senes of misunderstandings bad length ripened into open ...",1,"","CHELTENHAM POLICE NEWS","xgboost_description"
142382,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000352/18470814/026/0003","Hertford Mercury and Reformer","... horse*) whs attacked a patty of rutiians, who j the panels with sticks, and »eni »liower of stones ! through the windows. the   at'euipted to j stop the horses grasping nt ,|,e ruin# » bot ,l,e ''l® i were mettlesome and high-blooded, ami being driven ...",1,"","DEPARTURE MAJESTY AND THE COURT j FOR ScoiLAND. Portsmouth, August 12.Her Majesty, Prince Albert, their ..","xgboost_description"
142685,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470826/013/0003","Globe","... impossible for the plaintiff to five again with bis wife without misery. The tJaDKi-Snanirr said this bring civil oaae, the   had right to agree, and all the jury had to do waa, to return verdict for L The plaintiffs rank in life, or the amount of ...",1,"","THE GLOBE, THURSDAY, AUGUST 28, 1847. ODR FLIGHT WITH RUSSELL","xgboost_description"
142739,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470823/028/0004","London Daily News","... they would not do, and some of them shouted Fire. She did not hear the prisoner himself cry fire, but. he was one of the  . Mr. Hammill remanded the prisoner until Monday. George William Browning and William Seal, who were charged with having been ...",1,"","POLICE.Saturday","xgboost_description"
142745,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470729/004/0001","London Evening Standard","... marriage of her daughter with the prisoner. That marriage was solemnised at Hackney Church, on the 12th of November, 1839. The   con- tinued to live together, but upon the most unhappy terms, until about two years since, when the prisoner suddenly deserted ...",1,"","POLICE","xgboost_description"
142772,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000065/18470827/032/0008","Hull Packet","... price of bread. A few samples of new wheat were exposed, for vlhich 63s. per qr. was asked, but the millers vrere the only   to look at it, and a shake of their heads signified the price too high, consequently very little changed hands. ...",1,"","DRIFFIELD","xgboost_description"
142781,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000328/18470826/005/0001","North Devon Journal","... precludingfurther, aad, having stopped tke train, gave informatiosi to taegaard of the circamstaaee. The aecorditarlv asked the   what tbay meant the ioterrtrptwsi? when one of them said they. bad money, and wanted lift to Bristol, i Being now. wake to ...",1,"","Chinese Cirotieo.Sir Thomas Boveker, Sljvrintendent of Chatham Dockyard, been holding a eonrt of inquiry on ..","xgboost_description"
142859,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470814/078/0019","Northern Star and Leeds General Advertiser","... return to the question; your answer was par. tial and one sided; you were aware of the feet that wo- men and children were the   for whose benefit the Ten Hours' Bill was projected, but you had not the candour, you had not the honesty, to state this fact ...",1,"","Correspondence","xgboost_description"
142871,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000064/18470806/011/0003","Hull Packet","... came provided with heavy hunting whips, and made secret of their determination not to permit him to be takm. There was slso a   of stout labourers Rrtne i with stout bludgeons, who fo. strong body guard Around the honourable gentlemans carnage On the ...",1,"","August 6, 1847. XIIK navigation laws. The (ollowinf letter, wliich cop, from the Fi-w, fact which much luet ..","xgboost_description"
142957,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470821/070/0006","Staffordshire Advertiser","... of General Scott, from the city of Mexico ; and the interruption seemed only explicable on the supposition that guerrilla   cut off all transcient communication with the sea coast. last evening's telegraph, we have Vera Cruz dates the 18th instant ...",1,"","PORTER ! PORTER!! PORTF.R !!!","xgboost_description"
142999,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470804/010/0002","Evening Mail","... exultation which burst from the Liberal benches when these words were pronounced, snd the mournful but indignant aspect of the   who had so long constitute Sir Roberts majority. The events of that evening show what was Sir h h * lS D opinion, and what ...",1,"","MOSMT AND CITT","xgboost_description"
143089,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470802/063/0004","Morning Advertiser","... got through by the middle of Saturday. Four were undefended. There was nothing in any of them of any interest except to the   concerned. NORTHERN CIRCUIT.NEWCASTLE, July 31, CROWN COURT. (Before Mr. Justice Wightman.) Margaret Lennox, aged s*!, was ...",1,"","SIMMER ASSIZES,","xgboost_description"
143163,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001306/18470804/041/0003","Western Courier, West of England Conservative, Plymouth and Devonport Advertiser","... schoolfellows about year* lie was Peelservstivebat one ot number who, bolding opinion* similar himself, thought now that   had been broken up, favourable oppo tuoity was offered for those opinion* being represem* l Parliament He believed the co ...",1,"","WEDNESDAY, Al GL'S T 4,","xgboost_description"
143464,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000311/18470805/003/0002","Cheltenham Chronicle","... and the education of poor children heatenhurst, under the direction of the officiating minister the place and four other  . Sin Harry Smith Sir H. Porringerin the government of the Cape of 1 !ope. Sir Hurry* experience at theCapc. and intercour-e ...",1,"","PERSONAL NEWS","xgboost_description"
143560,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000914/18470807/030/0002","Cardiff and Merthyr Guardian, Glamorgan, Monmouth, and Brecon Gazette","... Crawshay' they marched towards the ^ieight of Cilsamos, a overshadowing the Cefn Coeiiyrymmer; the sight ot somewhat large  , wending their way up ihc bill, was pleasing. In a hollow part of the mountain, protected tr ...",1,"","CARDIFF TOWN COUNCIL","xgboost_description"
143673,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000421/18470807/040/0004","Cambridge Chronicle and Journal","... cry etultalioft burst from the Liberal benches when these words were pronounced, and the monmlut but indignant aspect the   ha.l lon* constituted Sir Robert - waWitv. The event* that evening -how nba* was Sir Robert own opinion, and what the opinion ...",1,"","CrtUetaMuai ana dental","xgboost_description"
