"url","description"
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000155/18470819/020/0006","... ject mentioned by the Chairman, that he did not see any necessity for discussion upon this matter, for the reason that the   had appointed a special meeting, which was tobe held on the following Wednesday, when Austwick would be sum- moned for the ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470730/040/0007","... front of the Town-hall. Pechell, who has represented the Liberal interest of the borough for 12 years, was nominated for re-  bv Major Allen, and seconded by Mr. John Yearsley. Lord Alfred Hervey. who had eat for Brighton in the Conservative interes' ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000612/18470730/020/0001","... the vigilauce of the police. a common assault. imprisoned 12 months. PATRICK M'GOUGH and JAMES HAMILTON were charged with a   at .Shotley Bridge the June. The Hon. Mr. stated the case, The prisoners were labourers at the Iron Works : die evening the ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000989/18470807/030/0003","... lodged in the lock-up Dartford. Maidstone Journal, Disgraceful Proceedings in Taunton. (From a correspondent.) Violent   after the election on Friday disturbed the quiet of this generally respectable town. The Tory or Blue party, as they delight ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000401/18470806/060/0004","... TAM WORTH The election was accomplished on Wed week, there being   in opposition to Sir Robert Peel and his brother, Mr. William Yates Feel. The two gentlemen having been proposed and seconded, Sir Robert addressed the electors considerable length ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470813/006/0002","... Alarming Riot near Otley.Pool feast, which commenced on Monday last, was this year signalised by a   of a rather alarming character. The neighbourhood, it appears, is inundated with the navvies employed on the Leeds and Thirsk Railway, now ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000078/18470822/008/0004","... female in Newport-court. He proceeded there, and saw the prisoner in the actif striking an aged woman, and surrounded by a   of one hundred persons, who were hooting and hissing at the pri- esoner Seeing that a row was likely to occur, he got through ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000359/18470812/040/0004","... horseback, cam# provided with bunting whips, and made no secret of tbeir determination oot to permit bias to taken. There was tiro   of stout labourers, armed with abort bludgeons, who formed a strong body-guard around lion, carriage. On the other band, Mr ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001288/18470731/047/0003","... borough. Mr. Pnndergast, the recorder, once said on the bench, that beer appeared tne currency of Bedford, and a liberal   will find the necessity that or some other such kind of appliance to obtain * the sweet voices the free and independent ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470827/020/0002","... persons who had assembled. Shortly after two oclock Mr. O'Connor, accompanied by Mr. Roberts, the lately defeated Chartist   for the borough of Blackburn, appeared on their way from the publichouse at the grand stand to the place of meeting. They ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000401/18470813/042/0003","... 8.D., one of the Tutors of Christ Church, Oxford, Henry Wood Sand lord, head hoy of Newport School, in this county, was   one of the vacant exhibitions to that college on the foundation of Mr. Shrewsbury axd Chester Railway. The half-yearly Meeting ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000172/18470828/004/0001","... Monday and Saturday evenings, Mr. Hudson observed that there had been several complaints | of quarrels and fighting among the   when leaving I the Wh Lion after twelve oclock. Mr. Charters stated that the company now left about twelve o'clock. While ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470802/049/0006","... provided with heavy hunting whips, and made no secret of their determination not to permit him to be taken. Tfcoro waa also   about labourers, aimed with short bludgeons, who formed strong body*gnard around the hoo. gentlemans carriage. the other hand ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000181/18470828/020/0005","... A ROMAN CATHOLIC'S OPINIONS ON THE NOTTINGHAM AND LEEDS  . In a letter to die editor of the Tablet, the Rev. T W M'Donnell, a Roman Catholic priest, expresses the fodow- ing sentiments :   At Nottingham, the Catholics seem to have been ani- ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001289/18470731/039/0003","... mayor of the borough. Mr. the recorder, once said on the bench, that beer appeared to Ike cure rency Bedford, and a liberal   will find the necessity of that or some other rucb kind appliance to obtain * the sweet voices the free and independent ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470806/056/0005","... numbers to carry their man, determined, if possible, by brute lorce, to prevent the Greens from carrying theirs. Accordingly a   of or 60 ruffians, well provided with gin, beer, and bludgeons, fell on the procession, took away all the banners and destroyed ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000230/18470731/006/0001","... Teilowea 1 j 1 | Sail Hi About three* oVlork Thursday the   followed the policemen, throwing stones them, which broke many windows, including those of the police station, and fur lime the   seemed to have entire controul of the town Directly the state ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000081/18470827/003/0002","... freeholders on going to the poll were continually forced away by the men armed with bludgeons in sight of the sheriff, the  , aud their officers; and many were marked with raddle on their backs after voting, and beatea by the mob on leaving the booths ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000237/18470806/022/0004","... Chartism; and, m at the celebrated railway riot when the same party introduced bludgeon-armed men into the town, the hired   soon proceeded to excesses, arming themselves with cudgels, and knocking down in the streets parties who wen proceeding quietly ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470728/032/0004","... on duty in the Tower; the police-constables left them before any disturbance took place. Soon afterwards a fearful scene of   and confusion took place. Scott and OConnor abused several persons, and broke some tumblers. An attempt was made to eject ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000178/18470813/024/0004","... when the whole army wonld amount to 10,000 men. On tbe night oi tbe 16th of June, 1600 mules were taken by a Mexican guerilla   , which wu supposed to amount to aboat 900 men. General Scott was still at Puebla awaiting reinforcements, v in Mexico tbey ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470826/003/0001","... Saturday last, four men, named Joseph Johnson, Joseph Cater, William Newson, and William Aiger, were brought before the   at the Thames Police Court, charged with being present, and aiding and abetting a fight between the deceased and Auty, which ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000365/18470813/009/0002","... the Ordnance, the latter giving way to Mr. George Thompson, once an itinerant orator in the employment of the Anti- Slavery  ; and at a later period one of the hired agitators of the Anti-Corn-law League. The gains of ministers have been almost entirely ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000874/18470807/013/0003","... prominent part. Stones were thrown, and blows struck many occasions, but no serious injury was done. Whenever squabble arose, the   rgshed to the spot, and once prevented it. Several parties arrested fur their fighting, long before the business of the day ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000897/18470818/036/0004","... and Mexico. Col. Uus-y and small detachment Americans jin Tampico ventured about hundred miles inland to rescue American  , but being surrounded by greatly superior numbers, they cut their w through the enemy with loss of twenty killed and ten ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470825/008/0001","... person of consequence who took part in the proceedings was Mr. Feargus OConnor, M.P n and Mr. Roberts, the lately defeated   for the representation of Blackburn. Mr. Roberts was called to the chair. A number of resolutions were proposed and seconded ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000822/18470729/003/0001","... last, Ballygill. maliciously assaulted the time when he committed the crime laid ifrllie vnone James .lohn:>ton, and for a   and affrav. There , 4l . .  .. , was also indictment for feloniously tendering un-j ;uTf found the prisoner not gr.ilty ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000938/18470812/003/0001","... »pO THE ELECTORS OF EAST SUSSEX. Gihtumbn, Yoa hire thi» morning done me tbe honour to   one of your repraentatiTee in the Home of Common!; end it therefore only now remain! for to return yon my belt think! (or tbia diatingniihed mark of your approbation ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000488/18470814/026/0004","... condition little better than that of open war. The Queen's troops are .in some instances deserting to tbe Carlitts. .Ilakming   near Otlky.  Pool feast, which commen.-ed on Monday, was this year signalised by a disiurbance of a rather alarming character ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001319/18470808/031/0003","... anobrute force prevent the Greens from carrying theirs, thtr constituency with which he had been connected for Accordingly «   fifty or sixtv ruffians, well provided many years, and having broken many old ties and assoeiwith gin. b?er, and bludgeons, ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000193/18470731/103/0008","... ladies, as well at the various windows commanding a view of the hostings, as in the interior of the Town Mall. There were at a   estimate from 1500 to 2000 persons present, who conducted themselves in a very orderly manner, considering that they had all ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000998/18470819/011/0003","... constitution the new Parliament, and what difficult card the Premier has got to play, whose task will to humor strange admixture   that will found ranged behind the Treasury benches. No. That Lard John Russell will find the Liberals* unmanageable, even ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470814/059/0014","... brought C to justice. t ALARMING RIOT NEAR OTLEY.-POol feast, which commenced on Monday, was this year signalised by i a   of a rather alarming character; and on Monday evening a young man named W. Mounsey,a of Otley, went with his dulcimer to ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000433/18470818/038/0004","... message; Mr. Strickland said they should be scot to the poll; but, gentlemen, they base not, bat the contrary, remain close  ; hot I say this is not the first time Mr. Strickland brake faith wilh me(ob, oh.) Mr. BtkiKl.4|id I mj 1 b*»e not influenced ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470820/021/0002","... A Novel Application. At the sitting of the Cheltenham police court, on Thursday week, an application was made to the   put down a fashion which it was said had become a positive nuisanceviz., the unnecessary length of ladies dresses. As ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000031/18470804/147/0008","... hether Rothschild, being a Jew, can take his seat Parliament, is a question to be yet decided. Of the four Conservative  , Masterman was the only one returned. Sir Robert Peel, and his brother, Yates Peel, have both been returned for Taraworth ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000874/18470807/011/0003","... own way. Se> veral gentlemen used their influence to procure order, but without the slightest effect. The shouted ing and   continued till the house became filled, that there was no room for pugilistic operations, and Tennents party increased in ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470730/062/0003","... E. Ashton-under-Lyne, Thursday.This day the   of a Member for this borough took place. There was no opposition. C. Bindley, Esq., having been proposed and seconded in due form, was declared  , after which the meeting of electors, &c., dispersed ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000361/18470807/013/0003","... unable by numbers to carry their man, determined, if by brute force, to prevent the Qreens from carrying theirs. Accordingly,   of 50 or ruffians, well provided with gin, beer, bludgeons, fell on the procession, took away all the banners and destroyed ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000399/18470828/031/0004","... of Messrs. Robinson and Co. iron ship-builders, in Mill-wall, opposite Greenwich, were brought before Mr. Yardley, Thames  -office, charged with being present at and feloniously aiding and abetting in a fiffht, which took place between two boys, ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000064/18470820/027/0003","... Mexico. ColoDel Russy and small detachment of Amencsna fr. Tampico ventured about one hundred miles inland rescue American  , but being surrounded greatly superior numbers, they cut their way through the with loss of twenty killed and ten wounded ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470821/014/0003","... Robert Anty, boy about the same age. A man named William Newson was charged before Mr. Yard ley, the magistrate at the Thames  -court, on Thursday last, with having caused the death the deceased, and after hearing evidence the magistrate remanded him ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000237/18470820/008/0002","... Several parties were fined for riding upon shaft*, and one or two minor assaults were speedily disposed of; but the following   assault cases occupied the bench for some time. Mr. Smart, journeyman painter at Brigg, had on the 6th July last gone company ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000031/18470728/075/0003","... and who was looked up to marshal of the procession, was apprehended and lodged in goal, a charge of malicious mischief and  . This was felt libel the town, and a public meeting in the Town Hall lost no time in having veteran released on bail. It remains ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001279/18470827/025/0003","... prisoner was £2. Ihe prisoner (who either was. or affected to be  touched the head, said he went where be was found the   elude the pursuit of some men armed with bludgeon*. wanting to kill him) waa committed to hard labour for fouri i«oa days ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001017/18470821/040/0008","... Mexico. Colonel Uusaey and small detachment of Americans from lampico ventured about 100 miles inland to rescue American  , but being surrounded greatly superior number, they cut their way through the enemy with loss o twenty killed and ten wounded ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000540/18470811/065/0003","... _the _proceedings _terminated . BUTESHIRE   . The   of a _member to _serve in Parliament for _the county of _-Bute took place on Monday at _Rotliesny , wlien tlie lion . J . S . Wortley was re-  witliout opposition . ADERDEEXsniitE . ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000430/18470814/001/0001","... Preston, and worked for Sharp, therailway contractor, in July last, along with the  . the 27th of that month, I was in the Lodge Bank Tavern, with the  , and two other persons. After I had been in for some time, a dispute arose between Goadby ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470807/044/0002","... July 27th, 1847. Clerk to the Guardians. STONE UNION. PORTER WANTED.The Board of Guardians of this Union will proceed to   a PORTER for the Workhouse, on Tuesday, the 10th day of August next, at twelve o clock. will be required to devote his whole ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000205/18470806/003/0001","... labourers employed ou loth of July. The English labourer? were armed with pickaxes and bludgeons, aud succeeded in driving a   of Irish from their work, to which they have never since returned.  Guilty. A similar sentence to the last was passed upon ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470814/078/0019","... as an object worthy of derision and contempt, for asking a foolish questior. You said yon were not aware that you had been   s far South LaRcashire. | Now, honourable sir, did you not know that you had tgiven your consent to become a candidate for ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000427/18470807/015/0002","... their own way. Se?eral gentlemen used their influence to procure order, but without tbe slightest effect. The shouting and   continued till the bouse became filled, so that there was no room for pugilistic operations, and Tennent's party increased ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002214/18470802/025/0002","... handed over to the parish constable, who brought them to the Cheltenham police station, and they will be examined before the   this morning. WIIAT MALES Molnar Scsueit ?Wbeneier it is said,  the market is dull, because money is scarce, tl;* means ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000099/18470814/032/0007","... strangulation that ,ae we ever remember to have heard of. A' verdict of I'Acci- lrd' dental death'~ was returned. ta- AtATIMING'  NEAR OrT.EY. - Pdol fe'st, which tat commenced on Monday, was this year signillised by a Btn disturbance of a rather alarming ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000053/18470815/013/0006","... Wednesday. by Nottingham, winning easily. The stumps-were not pitched. on Tuesday- till the, afernoon, on account o the,   - pro ceSSion-.-- Th-e number. of spectatorss was not'so large as on somne the old oicketi~ng ardour of Nottinghiam is fast ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001083/18470813/024/0002","... MISCELLANEOUS   Rioting. Some disgraceful disturbances were got up by the Tories, in Taunton, on Friday at Saturday week. An attack was made on the procession which was celebrating the triumph of Mr. Labouchere and Sir T. E. Colebrooke, the latter ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001866/18470813/005/0002","... her in rho Imrerial Perliiment. The Rey, Mr. M /dire had said he aosausicus that.°   roang should be need there VII, day; and he then deliver-d as violent    efse.eh es h, had ever heard on any n eessius. (Load cries of  No. nee end hear, h ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000361/18470821/013/0003","... replied that one good turn deserved another. Rbading, Aug. unfortunate young woman was this morning brought up before the  , having been found on the race-course at six o'clock that morning by one of the policemen in a pitiable state. was with ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000160/18470810/001/0001","... seven miles from Glasgow, with a dirty, sullen, contentious population, frightfully dependent upon fluctuating tradethey re-  to Parliament one Mr Archibald Hastie, who has been their member for some ten years and upwards. This Hastie is a  Liberal ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000206/18470814/011/0003","... and the county of Cork, the priests, during the present year have lived in a state of almost abject destitution.'' Alarming   near Otley.Pool feast, which commenced on Monday week, was this year signalised by a disturbance of a rather alarming character ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001425/18470814/034/0003","... confusion or disorder whatever prevailed. What a happy contrast to the violent clamour and intimidation attending all former   in Limerick. A strong auxiliary police force occupied the centre of the market, in two close lines, and the front of each ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001287/18470814/014/0002","... Mr. Kronheim. Collection, £1 5s 3d. BELFAST PETTY SESSIONS. Fbidat. [Before Thomas Vkbkcr, Esq.] There were twenty-three   brought for trial this morning. Drunkenness and assault were the offences committed by the majority of the delinquents, who ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000244/18470807/014/0003","... polling day in quelliug a mob, armed viiili blndgeons made from flag-poles, about 4'JO in number. In the morning, the Blue   broke a Red Hag-pole in pieces; Ibis exasperated the latter, who tore, nearly every blue flag off its pole, and niade the latter ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000914/18470821/029/0003","... Swansea Savings Bank, 17th August, 1847. SOME REMARKS ON THE   SPEECHES AT BRIDGEND. To the Editor of the Cardiff Sf Merthyr Guardian. SIR,I read your report of the county   at Bridgend on Tuesday last with much satisfaction. It proves ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470806/041/0008","... per score.   fat, 9d per stone hides, 2d per lb.; calf skins. 2d to 4d per lb. NOTTINGHAM, Wednesday -Best Beasts, 7s Sd to 8s; inferior, to 7s sd. Be*t Sheep, 7d to 7i«i inferior, 6d to 64d. Calves, 6d to 64d. Hides, 2s 9d to 3s   fat 4s 8d ; ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470731/021/0006","... Ennui, 410 guineas  Fis- ticuff, 100 guineas ; and Sloth, 2oo guineas g * * ,s Destructive Fire at Worcester during the  .-(From our Correspondent.)- Worcester, Fri- day.-A very alarming fiic broke out in Friar-street, in this city, near to the ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000793/18470821/018/0003","... The suggestion which had been started Mr Fagan nt the  , was adopted at a meeting of the club lii't Tuesday The Rev. Wm. Codd hoped that provision would be made to have the patronage that legitimately belongs to the representative emanate from ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000401/18470806/060/0004","... TAM WORTH The   was accomplished on Wed week, there being candidate in opposition to Sir Robert Peel and his brother, Mr. William Yates Feel. The two gentlemen having been proposed and seconded, Sir Robert addressed the electors considerable length ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000311/18470819/021/0003","... CHELTENHAM POLICE NEWS. Ak Incorrigible Offender. Thursday, rr unfortunate woman named Sarah Seteman, who hai b*ca before the  * at least t«n»ea for one offrne» or another, waa brought up before T. Hennry, L. Griffith*, and H. A. Robinson, Eeqta. charged ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470824/085/0004","... police-station, at Wandsworth, where the inspector refused to take bail for his appearance. In answer to a question put the  , the prisoner said he could not deny having no reins, and he was vety sorry for what had occurred. Mr. Beadon remanded the ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000827/18470820/003/0001","... the pleasure of witnessing. The defeated party had indeed, because they had nothing else sav, that thc election was carried   violence and by bludgeons. distinctly denied that such had been the case. But the people had acted both wisely and independently ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000421/18470807/040/0004","... cry etultalioft burst from the Liberal benches when these words were pronounced, and the monmlut but indignant aspect the   ha.l lon* constituted Sir Robert - waWitv. The event* that evening -how nba* was Sir Robert own opinion, and what the opinion ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000099/18470821/028/0007","... - The Builder. A NOVEL APPLICATION.-At a recent sitting of the Cheltenham police-court, an application was made to the   to put down a fashion which it was said had become a positive nuisance-namely, the unnecessary length of ladies' dresses ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000252/18470821/085/0007","... town,-a fault not were seen reeling, f ,e i but solely to the respective at all attnhntable facility of obtaining drink  , wb . Min di jf t parts of the town, at rtam appoint  huge bludgeons in They paraded risk of peaceably disposed their ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000992/18470828/003/0001","... Fleet-street, lx»ndon. I >EV. 11. LUFFE, late Incumbent (from I\» of War borough, near Henson, in this County, which hat no liural   yet. monument in memory of the above-named Glergyman having been mutilated by some drunken rioters, present Minister the parish ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002212/18470825/032/0002","... ;amok ihs =two Lout media( a meeting el irowes teak piece at Jw  Eases* atm, eat about EEO alesstal. It will be sees by   Ni,,, that the leader& et two et the hoesee pot into by e by llowiss to remits beyond the bee allowed law. !LT ROOMS, CFIELTENHAM ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470809/002/0001","... Gloucestershire to serve as example of every possible evil influence which can be brought to bias an election. Intimidation,  , and corruption have all in turn displayed themselves in their most revolting colours. The result is before our readers. It ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000361/18470821/035/0004","... Quidhitmpton, who will attend on the Down, on Monday morning next, between the hours of ten and one. 14298 AMESBURY TURNPIKE. AN   the Trustees of this* Turnpike wjjl be at the Black Lion Inn, Deptfobbk Wednesday next, the 25th instant, at eleven o'clock ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470730/038/0006","... Wednesday week an inquiry took place in the lobby office of the Queen's prison, before Mr. Seeker, the Southwark Police  , the Rev. W. Russell, an Inspector of Prisons, and Captain Hudson the Governor, relative to assault committed on the 14th ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000992/18470807/024/0002","... aware had been uncommonly active for Mr. Morrison, and was kind enough to offer to hot that he (Mr. R.) did not come the  , for he said, they had nice ho for him on the day of polling, and if no one else would arrest him would. now invited Mr. ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001083/18470813/024/0002","... MISCELLANEOUS Election Rioting. Some disgraceful   were got up by the Tories, in Taunton, on Friday at Saturday week. An attack was made on the procession which was celebrating the triumph of Mr. Labouchere and Sir T. E. Colebrooke, the latter ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470821/052/0012","... Carmnarthenshireogaol .has been committed for trial, on a charge of having aided a   named Evans, who was accused of horse stealing, to make his escape from that  . A meeting has been held in New York, to consider the propriety of adopting some ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001083/18470813/021/0002","... provided with heavy hunting whips, and made no secret of their determination not to permit him to be taken. There was also   of stout labourers, armed with stout bludgeons, who formed a strong body guard around the honourable gentlemans carriage. ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000045/18470812/010/0002","... 1 I 0 1 o 1 o 0 o O 0 1 0 0 o 1 I 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 NORTIt NOsrrs;usIBERa AND.-ALNwic;.--The nomination of   took place on Saturday. Mr C. W. Ord pro- posed the lion. Charles Bennett, commonly called Lord Os- sulston. Mr W. Byrrell ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002214/18470809/012/0001","... tines have bees alike disappointed in their expectations. The Conservative   have been too confident of success, to take the necemary pains to secure it. The Protestant   are open to the same remark. The Pretectionista despised the first Meetings ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470805/028/0007","... Carlisle, several years back. WESTERN CIRCUIT. Bodmin, August 3. Chief Justice Wilde this evening passed sentence upon the   who had been convicted of rioting at the town of St. Austel, in July last. The sentences ranged between two years' and six ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470810/021/0003","... retired from the service. Mr. Webb has been many years in the customs, and was highly esteemed in the department. Alarming   near Otley.  Pool feast, which commenced on Monday, was this year signalised by a dis- turbance of a rather alarming character ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000081/18470820/021/0005","... Carnarvonshire gaol has been committe for trial, on a charge of having aided a   named Evans, who was accused of horse stealing, to make his escape from that  . In an hotel here, says the Trinidad Spectator, a young man named Drum is bar keeper ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001425/18470814/034/0003","... What a happy contrast to the violent clamour and intimidation attending all former elections in Limerick. A strong auxiliary   force occupied the centre of the market, in two close lines, and the front of each booth was patrolled by two policemen to ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001272/18470807/012/0002","... prisoner in the street Newport, of having robbed him; ,qnd in consequence of that accusation had taken him into custody.   Superintendent Hopkins deposed to having found the clothes of the prosecutor Tucker upon the prisoner. The things were produced ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000064/18470806/011/0003","... came provided with heavy hunting whips, and made secret of their determination not to permit him to be takm. There was slso a   of stout labourers Rrtne i with stout bludgeons, who fo. strong body guard Around the honourable gentlemans carnage On the ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001702/18470729/047/0003","... return. The prospect of a speedy termination of the war with Mexico is md so good as our previous accounts indicated. The city   engrosses so much general attention as to almost suspend business of every description. Upon the Stock Exchange there is ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001300/18470807/042/0003","... some officers wore conveying a   to bridewell, about half-past eleven Saturday night, through Porter-street, when a mob collected, and made attack upon them by throwing stones, mud, and other missiles. The   took very active part in throwing ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000458/18470805/049/0002","... Tamworth took place. A numerous body of the most respectable inhabitants accompanied the   to the hustings. Sir Robert Peel and Mr. Yates Peel were the only  , and therefore were triumphantly returned. Sir Robert addressed the spectators nt ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000350/18470804/010/0005","... inquest on Friday, at the Barley Mow, on Thomas Yates, child who was killed death/  * Cart Wednesday. Verdict,  Accidental  's S '-J VIS9DAr ' ' ' P ttev. Vernon and H. Ricketts, Fined 10s. including costs, and allowed seven days to pay it in' ten ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001300/18470828/040/0003","... The perpetrator of this horrid deed was missing ; he was not to be seen, but information was immediately conveyed to the  , and he was apprehended in about an hour afterwards at the higher end of Little Bolton, and near  Lomas Wifes farm, which ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001325/18470807/066/0004","... inquisition. (Manchester Courier.) Disgraceful Proceedings in Taunton. Violent not- I ing af(e- the election on Friday   the quiet of this .generally respectable town. The Tory or Blue party, they delight to called, being unable by numbers to ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000398/18470818/003/0002","... strangers, who were armed with bludgeons. A body of county and special constables attacked the rioters and quelled the  , capturing great number of bludgeons. Mr. Berkeley escaped the back of the inn, which was much damaged, and proceeded to ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000296/18470810/005/0001","... numbers to carry their man, determined, if possible, by brute force to prevent the Greens from carrying theirs. Accordingly, a   fifty or sixty ruffians, well provided with gin, beer, and bludgeons, fell the Procession, took away all the banners and destroyed ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000355/18470801/036/0007","... past month considerable excitement has prevailed in the neighbouring towns, owing to the dissolution of Parliament and the   occurring the height of the season; consequently the inhabitants have been principally engaged in contest on shore in lieu ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000433/18470809/015/0002","... tbe fact that Mr. Corry Connellan, actuated by natural and common curiosity which brings hundreds of non-electors to the   every day and every place, walked through tbe College courts Friday ; but there cannot doubt that Mr. Butt was well aware ..."
